Date,Product_ID,Category,Region,Units_Sold,Customer_ID,Customer_Age,Purchase_Frequency,Revenue,Churn
2025-03-18,1026,Grocery,East,21,2671,42,12,3150,0
2025-03-19,1035,Electronics,East,12,2471,24,1,14400,0
2025-03-20,1028,Electronics,South,17,2517,54,11,20400,0
2025-03-21,1037,Electronics,West,14,2460,59,5,16800,0
2025-03-22,1056,Electronics,North,21,2304,49,6,25200,0
2025-03-23,1096,Grocery,West,27,2654,34,14,4050,0
2025-03-24,1026,Fashion,West,28,2953,45,12,22400,0
2025-03-25,1054,Grocery,East,18,2180,23,13,2700,0
2025-03-26,1032,Grocery,North,21,2029,59,1,3150,0
2025-03-27,1067,Fashion,West,24,2971,59,7,19200,0
2025-03-28,1085,Grocery,North,19,2764,53,9,2850,0
2025-03-29,1065,Fashion,South,22,2039,19,9,17600,0
2025-03-30,1009,Grocery,East,27,2186,48,3,4050,0
2025-03-31,1004,Electronics,North,17,2318,18,4,20400,0
2025-04-01,1073,Electronics,South,19,2815,20,14,22800,0
2025-04-02,1096,Grocery,South,20,2226,30,1,3000,0
2025-04-03,1037,Electronics,South,16,2731,48,13,19200,0
2025-04-04,1012,Electronics,West,18,2891,46,4,21600,0
2025-04-05,1030,Grocery,West,20,2323,61,14,3000,0
2025-04-06,1046,Grocery,East,27,2902,50,5,4050,0
2025-04-07,1099,Grocery,East,16,2942,27,7,2400,0
2025-04-08,1087,Electronics,South,20,2042,55,5,24000,0
2025-04-09,1051,Grocery,East,15,2655,26,8,2250,0
2025-04-10,1055,Grocery,West,16,2277,18,7,2400,0
2025-04-11,1014,Fashion,East,18,2318,61,1,14400,0
2025-04-12,1028,Grocery,North,28,2173,54,12,4200,0
2025-04-13,1007,Fashion,West,20,2758,49,2,16000,0
2025-04-14,1004,Fashion,South,21,2684,50,7,16800,0
2025-04-15,1028,Grocery,South,19,2040,19,3,2850,0
2025-04-16,1046,Electronics,East,26,2408,63,2,31200,0
2025-04-17,1067,Grocery,West,12,2561,19,11,1800,0
2025-04-18,1075,Grocery,South,16,2322,22,12,2400,0
2025-04-19,1044,Grocery,South,16,2179,27,14,2400,0
2025-04-20,1001,Grocery,West,14,2853,55,9,2100,0
2025-04-21,1026,Grocery,West,19,2158,54,12,2850,0
2025-04-22,1094,Electronics,South,21,2036,19,10,25200,0
2025-04-23,1035,Grocery,East,28,2405,58,13,4200,0
2025-04-24,1035,Electronics,East,19,2538,59,8,22800,0
2025-04-25,1025,Fashion,East,26,2375,57,8,20800,0
2025-04-26,1042,Electronics,North,26,2897,42,3,31200,0
2025-04-27,1026,Electronics,West,18,2255,55,11,21600,0
2025-04-28,1068,Grocery,South,18,2277,54,10,2700,0
2025-04-29,1019,Grocery,North,15,2248,35,9,2250,0
2025-04-30,1010,Grocery,East,26,2692,44,8,3900,0
2025-05-01,1073,Electronics,North,17,2016,37,12,20400,0
2025-05-02,1037,Grocery,South,14,2367,51,2,2100,0
2025-05-03,1005,Electronics,South,21,2124,61,7,25200,0
2025-05-04,1071,Fashion,West,22,2311,25,8,17600,0
2025-05-05,1022,Fashion,East,14,2211,21,12,11200,0
2025-05-06,1046,Grocery,East,17,2471,47,7,2550,0
2025-05-07,1089,Electronics,North,20,2748,53,9,24000,0
2025-05-08,1045,Grocery,East,11,2414,26,13,1650,0
2025-05-09,1011,Electronics,North,24,2499,58,7,28800,0
2025-05-10,1089,Grocery,South,17,2810,29,12,2550,0
2025-05-11,1012,Electronics,South,18,2711,31,7,21600,0
2025-05-12,1061,Fashion,South,20,2888,52,1,16000,0
2025-05-13,1081,Electronics,South,20,2180,23,2,24000,0
2025-05-14,1088,Grocery,South,25,2388,64,14,3750,0
2025-05-15,1096,Grocery,North,25,2641,40,5,3750,0
2025-05-16,1059,Grocery,South,15,2632,21,13,2250,0
2025-05-17,1042,Electronics,North,22,2186,18,13,26400,0
2025-05-18,1075,Fashion,South,17,2899,26,11,13600,0
2025-05-19,1099,Grocery,North,20,2738,26,14,3000,0
2025-05-20,1067,Grocery,North,23,2673,61,1,3450,0
2025-05-21,1004,Electronics,North,27,2962,63,12,32400,0
2025-05-22,1036,Grocery,East,16,2623,32,10,2400,0
2025-05-23,1071,Grocery,North,11,2467,41,7,1650,0
2025-05-24,1091,Electronics,North,18,2456,25,5,21600,0
2025-05-25,1030,Electronics,South,18,2133,45,13,21600,0
2025-05-26,1008,Fashion,North,23,2697,59,5,18400,0
2025-05-27,1050,Electronics,North,19,2174,63,8,22800,0
2025-05-28,1028,Electronics,West,20,2260,34,9,24000,0
2025-05-29,1077,Grocery,East,23,2316,52,10,3450,0
2025-05-30,1039,Fashion,West,26,2823,48,1,20800,0
2025-05-31,1040,Electronics,South,16,2869,21,10,19200,0
2025-06-01,1085,Grocery,East,19,2930,31,4,2850,0
2025-06-02,1010,Electronics,East,21,2886,42,11,25200,0
2025-06-03,1022,Electronics,West,25,2990,63,2,30000,0
2025-06-04,1000,Electronics,East,18,2268,57,14,21600,0
2025-06-05,1045,Fashion,West,27,2793,24,9,21600,0
2025-06-06,1020,Electronics,North,26,2469,48,9,31200,0
2025-06-07,1089,Electronics,West,15,2223,52,1,18000,0
2025-06-08,1035,Grocery,East,20,2251,55,3,3000,0
2025-06-09,1053,Fashion,East,24,2063,37,10,19200,0
2025-06-10,1086,Electronics,South,14,2974,33,8,16800,0
2025-06-11,1056,Grocery,South,17,2906,39,2,2550,0
2025-06-12,1000,Electronics,South,23,2829,53,2,27600,0
2025-06-13,1062,Grocery,South,16,2463,36,2,2400,0
2025-06-14,1053,Grocery,East,11,2942,19,13,1650,0
2025-06-15,1054,Grocery,South,15,2123,21,5,2250,0
2025-06-16,1039,Electronics,West,12,2581,51,14,14400,0
2025-06-17,1014,Electronics,North,16,2237,24,9,19200,0
2025-06-18,1020,Electronics,East,25,2074,64,7,30000,0
2025-06-19,1046,Grocery,South,26,2441,31,13,3900,0
2025-06-20,1072,Electronics,East,29,2499,60,7,34800,0
2025-06-21,1052,Fashion,South,21,2521,49,2,16800,0
2025-06-22,1008,Fashion,East,18,2911,34,2,14400,0
2025-06-23,1073,Fashion,South,18,2267,54,5,14400,0
2025-06-24,1051,Fashion,North,25,2966,31,12,20000,0
2025-06-25,1056,Grocery,South,18,2486,34,14,2700,0
2025-06-26,1025,Grocery,West,24,2986,49,7,3600,0
2025-06-27,1040,Electronics,East,15,2599,19,7,18000,0
2025-06-28,1034,Grocery,East,16,2049,56,9,2400,0
2025-06-29,1062,Grocery,West,18,2654,21,3,2700,0
2025-06-30,1024,Grocery,West,16,2058,57,14,2400,0
2025-07-01,1089,Fashion,North,22,2453,47,1,17600,0
2025-07-02,1074,Electronics,East,18,2829,47,9,21600,0
2025-07-03,1037,Electronics,North,20,2722,50,1,24000,0
2025-07-04,1001,Fashion,East,18,2071,59,8,14400,0
2025-07-05,1006,Electronics,East,19,2755,18,14,22800,0
2025-07-06,1081,Grocery,North,28,2750,50,14,4200,0
2025-07-07,1090,Fashion,East,11,2189,53,5,8800,0
2025-07-08,1033,Grocery,East,20,2995,48,8,3000,0
2025-07-09,1090,Grocery,North,13,2561,54,7,1950,0
2025-07-10,1016,Electronics,South,32,2716,31,9,38400,0
2025-07-11,1042,Electronics,North,23,2565,23,2,27600,0
2025-07-12,1058,Fashion,East,21,2821,24,9,16800,0
2025-07-13,1050,Grocery,West,17,2992,57,10,2550,0
2025-07-14,1053,Grocery,South,19,2735,41,5,2850,0
2025-07-15,1023,Electronics,West,11,2155,21,5,13200,0
2025-07-16,1024,Electronics,South,15,2871,42,1,18000,0
2025-07-17,1070,Fashion,West,21,2562,20,6,16800,0
2025-07-18,1051,Grocery,South,18,2752,45,10,2700,0
2025-07-19,1069,Grocery,North,25,2841,40,10,3750,0
2025-07-20,1087,Electronics,South,22,2672,53,10,26400,0
2025-07-21,1032,Grocery,South,22,2640,30,10,3300,0
2025-07-22,1048,Fashion,South,17,2084,39,3,13600,0
2025-07-23,1028,Grocery,East,19,2068,42,13,2850,0
2025-07-24,1062,Electronics,West,15,2384,60,10,18000,0
2025-07-25,1021,Grocery,North,27,2372,41,3,4050,0
2025-07-26,1025,Fashion,West,17,2054,60,3,13600,0
2025-07-27,1027,Grocery,West,22,2084,54,13,3300,0
2025-07-28,1084,Fashion,North,27,2856,50,4,21600,0
2025-07-29,1048,Grocery,East,22,2979,31,9,3300,0
2025-07-30,1070,Fashion,South,20,2940,41,13,16000,0
2025-07-31,1080,Grocery,East,11,2840,39,8,1650,0
2025-08-01,1083,Electronics,East,24,2591,54,12,28800,0
2025-08-02,1048,Electronics,South,17,2731,40,6,20400,0
2025-08-03,1019,Electronics,West,18,2935,23,8,21600,0
2025-08-04,1085,Fashion,South,13,2621,36,8,10400,0
2025-08-05,1091,Fashion,North,19,2764,29,1,15200,0
2025-08-06,1062,Grocery,South,22,2316,43,9,3300,0
2025-08-07,1060,Electronics,West,18,2163,46,1,21600,0
2025-08-08,1048,Electronics,East,20,2614,31,11,24000,0
2025-08-09,1070,Fashion,East,29,2624,34,2,23200,0
2025-08-10,1000,Grocery,South,27,2251,47,9,4050,0
2025-08-11,1095,Electronics,North,25,2151,24,7,30000,0
2025-08-12,1012,Grocery,West,17,2335,38,10,2550,0
2025-08-13,1093,Electronics,East,21,2909,18,1,25200,0
2025-08-14,1086,Electronics,South,28,2367,55,3,33600,0
2025-08-15,1050,Grocery,North,23,2762,21,14,3450,0
2025-08-16,1055,Electronics,North,21,2865,63,1,25200,0
2025-08-17,1082,Fashion,East,16,2599,25,5,12800,0
2025-08-18,1061,Electronics,East,19,2970,35,4,22800,0
2025-08-19,1031,Electronics,West,22,2099,62,8,26400,0
2025-08-20,1029,Electronics,North,10,2119,25,9,12000,0
2025-08-21,1028,Fashion,West,19,2384,48,12,15200,0
2025-08-22,1048,Grocery,North,16,2302,48,4,2400,0
2025-08-23,1044,Grocery,North,13,2715,45,3,1950,0
2025-08-24,1092,Electronics,South,23,2148,54,14,27600,0
2025-08-25,1029,Electronics,East,21,2200,20,4,25200,0
2025-08-26,1015,Grocery,North,21,2806,62,3,3150,0
2025-08-27,1039,Fashion,West,18,2002,32,6,14400,0
2025-08-28,1018,Fashion,East,22,2399,21,1,17600,0
2025-08-29,1017,Electronics,West,15,2067,52,2,18000,0
2025-08-30,1000,Grocery,East,20,2153,51,8,3000,0
2025-08-31,1077,Fashion,East,22,2493,53,3,17600,0
2025-09-01,1046,Grocery,North,19,2181,23,4,2850,0
2025-09-02,1065,Fashion,South,22,2524,21,12,17600,0
2025-09-03,1091,Electronics,North,25,2188,47,1,30000,0
2025-09-04,1093,Fashion,East,18,2019,56,3,14400,0
2025-09-05,1037,Fashion,North,27,2850,35,1,21600,0
2025-09-06,1050,Fashion,North,22,2282,39,11,17600,0
2025-09-07,1062,Grocery,East,22,2897,27,10,3300,0
2025-09-08,1003,Grocery,East,18,2009,46,5,2700,0
2025-09-09,1000,Fashion,North,21,2699,40,1,16800,0
2025-09-10,1007,Electronics,North,14,2856,21,12,16800,0
2025-09-11,1028,Electronics,North,19,2530,36,9,22800,0
2025-09-12,1054,Grocery,West,27,2654,43,7,4050,0
2025-09-13,1002,Fashion,North,16,2614,24,11,12800,0
2025-09-14,1031,Fashion,West,20,2302,30,8,16000,0
2025-09-15,1009,Electronics,South,23,2240,20,9,27600,0
2025-09-16,1073,Fashion,West,21,2151,57,10,16800,0
2025-09-17,1082,Grocery,North,16,2783,28,8,2400,0
2025-09-18,1033,Electronics,South,29,2336,33,3,34800,0
2025-09-19,1096,Grocery,West,22,2187,37,7,3300,0
2025-09-20,1086,Electronics,West,28,2463,40,7,33600,0
2025-09-21,1054,Electronics,East,33,2721,40,14,39600,0
2025-09-22,1091,Fashion,South,18,2176,49,7,14400,0
2025-09-23,1031,Grocery,East,18,2899,58,12,2700,0
2025-09-24,1049,Grocery,South,23,2705,59,8,3450,0
2025-09-25,1006,Fashion,West,23,2176,55,4,18400,0
2025-09-26,1092,Grocery,East,20,2880,20,11,3000,0
2025-09-27,1007,Fashion,North,14,2414,25,6,11200,0
2025-09-28,1064,Grocery,West,24,2577,55,2,3600,0
2025-09-29,1056,Fashion,South,31,2309,57,7,24800,0
2025-09-30,1066,Electronics,South,21,2001,31,9,25200,0
2025-10-01,1087,Fashion,East,25,2316,25,5,20000,0
2025-10-02,1086,Electronics,East,17,2782,28,4,20400,0
2025-10-03,1058,Electronics,South,18,2508,59,2,21600,0
2025-10-04,1071,Fashion,West,18,2571,59,7,14400,0
2025-10-05,1053,Grocery,East,16,2367,60,2,2400,0
2025-10-06,1066,Grocery,North,11,2554,50,2,1650,0
2025-10-07,1050,Grocery,South,24,2604,32,9,3600,0
2025-10-08,1096,Grocery,North,19,2225,54,2,2850,0
2025-10-09,1091,Electronics,South,16,2935,31,10,19200,0
2025-10-10,1007,Electronics,North,20,2479,43,3,24000,0
2025-10-11,1033,Electronics,West,30,2980,25,3,36000,0
2025-10-12,1034,Grocery,South,21,2797,21,2,3150,0
2025-10-13,1095,Electronics,West,20,2062,53,10,24000,0
2025-10-14,1087,Grocery,East,16,2279,35,3,2400,0
2025-10-15,1077,Grocery,South,22,2939,44,9,3300,0
2025-10-16,1031,Electronics,West,17,2013,36,11,20400,0
2025-10-17,1045,Grocery,North,15,2027,20,11,2250,0
2025-10-18,1015,Fashion,West,20,2141,26,11,16000,0
2025-10-19,1067,Electronics,South,35,2951,56,3,42000,0
2025-10-20,1036,Grocery,West,30,2619,19,5,4500,0
2025-10-21,1053,Grocery,North,24,2801,26,12,3600,0
2025-10-22,1084,Grocery,North,19,2589,23,7,2850,0
2025-10-23,1013,Grocery,North,27,2758,55,1,4050,0
2025-10-24,1094,Grocery,East,16,2472,45,14,2400,0
2025-10-25,1054,Grocery,South,27,2523,51,1,4050,0
2025-10-26,1047,Electronics,North,22,2183,46,10,26400,0
2025-10-27,1081,Grocery,East,24,2316,20,13,3600,0
2025-10-28,1006,Grocery,North,19,2360,33,2,2850,0
2025-10-29,1073,Electronics,West,21,2444,61,1,25200,0
2025-10-30,1006,Grocery,South,18,2295,52,1,2700,0
2025-10-31,1032,Fashion,West,17,2403,28,14,13600,0
2025-11-01,1022,Grocery,East,23,2751,60,14,3450,0
2025-11-02,1084,Grocery,West,22,2937,40,10,3300,0
2025-11-03,1018,Fashion,West,21,2262,47,4,16800,0
2025-11-04,1018,Grocery,North,21,2846,22,10,3150,0
2025-11-05,1035,Grocery,West,23,2376,25,12,3450,0
2025-11-06,1028,Fashion,North,17,2584,60,12,13600,0
2025-11-07,1059,Fashion,North,22,2067,60,3,17600,0
2025-11-08,1081,Grocery,South,23,2798,27,1,3450,0
2025-11-09,1001,Grocery,East,18,2470,45,3,2700,0
2025-11-10,1000,Grocery,East,16,2837,53,1,2400,0
2025-11-11,1046,Fashion,East,23,2731,27,3,18400,0
2025-11-12,1068,Grocery,North,19,2971,31,4,2850,0
2025-11-13,1019,Electronics,East,15,2046,55,11,18000,0
2025-11-14,1010,Fashion,North,24,2946,54,13,19200,0
2025-11-15,1001,Grocery,South,24,2057,64,11,3600,0
2025-11-16,1066,Electronics,East,22,2917,22,14,26400,0
2025-11-17,1086,Grocery,North,25,2023,23,14,3750,0
2025-11-18,1011,Grocery,East,23,2289,47,8,3450,0
2025-11-19,1019,Fashion,East,12,2830,36,3,9600,0
2025-11-20,1004,Electronics,South,15,2443,31,3,18000,0
2025-11-21,1036,Fashion,West,16,2402,28,13,12800,0
2025-11-22,1037,Grocery,East,21,2023,63,9,3150,0
2025-11-23,1093,Electronics,South,18,2063,22,11,21600,0
2025-11-24,1008,Fashion,East,15,2766,62,9,12000,0
2025-11-25,1097,Grocery,East,18,2659,48,6,2700,0
2025-11-26,1052,Electronics,East,20,2627,61,10,24000,0
2025-11-27,1043,Grocery,East,24,2609,49,4,3600,0
2025-11-28,1098,Fashion,West,19,2238,41,10,15200,0
2025-11-29,1085,Electronics,West,17,2282,27,5,20400,0
2025-11-30,1023,Electronics,East,15,2441,30,13,18000,0
2025-12-01,1080,Electronics,East,17,2299,64,9,20400,0
2025-12-02,1073,Electronics,South,19,2092,30,1,22800,0
2025-12-03,1029,Fashion,South,14,2576,53,7,11200,0
2025-12-04,1058,Grocery,North,26,2374,39,11,3900,0
2025-12-05,1086,Electronics,West,23,2685,26,7,27600,0
2025-12-06,1095,Electronics,East,19,2995,36,10,22800,0
2025-12-07,1080,Electronics,West,18,2309,24,1,21600,0
2025-12-08,1080,Fashion,South,18,2887,32,14,14400,0
2025-12-09,1013,Electronics,West,14,2746,34,1,16800,0
2025-12-10,1008,Fashion,West,19,2166,63,14,15200,0
2025-12-11,1039,Grocery,East,20,2748,31,9,3000,0
2025-12-12,1065,Electronics,East,21,2006,58,7,25200,0
2025-12-13,1024,Fashion,South,28,2821,19,4,22400,0
2025-12-14,1072,Grocery,East,13,2042,31,9,1950,0
2025-12-15,1021,Grocery,South,21,2787,21,12,3150,0
2025-12-16,1003,Fashion,South,22,2339,20,5,17600,0
2025-12-17,1025,Electronics,North,22,2152,20,3,26400,0
2025-12-18,1057,Electronics,North,31,2042,28,2,37200,0
2025-12-19,1028,Grocery,North,22,2724,22,9,3300,0
2025-12-20,1097,Electronics,West,15,2200,46,4,18000,0
2025-12-21,1086,Electronics,North,22,2894,45,7,26400,0
2025-12-22,1036,Electronics,East,18,2666,40,1,21600,0
2025-12-23,1074,Electronics,East,25,2731,47,9,30000,0
2025-12-24,1069,Fashion,North,19,2664,40,12,15200,0
2025-12-25,1017,Electronics,West,21,2547,58,9,25200,0
2025-12-26,1084,Grocery,South,13,2225,39,10,1950,0
2025-12-27,1041,Grocery,West,18,2833,60,6,2700,0
2025-12-28,1099,Grocery,West,18,2632,29,6,2700,0
2025-12-29,1040,Electronics,South,20,2520,44,14,24000,0
2025-12-30,1037,Fashion,South,22,2338,57,6,17600,0
2025-12-31,1033,Electronics,South,20,2334,63,5,24000,0
2026-01-01,1016,Fashion,East,27,2180,32,11,21600,0
2026-01-02,1036,Fashion,South,17,2532,64,1,13600,0
2026-01-03,1024,Grocery,South,23,2945,40,4,3450,0
2026-01-04,1075,Grocery,West,25,2271,61,10,3750,0
2026-01-05,1086,Grocery,West,20,2193,58,1,3000,0
2026-01-06,1085,Grocery,North,21,2537,61,5,3150,0
2026-01-07,1084,Fashion,West,25,2939,36,13,20000,0
2026-01-08,1026,Fashion,South,25,2796,61,4,20000,0
2026-01-09,1056,Electronics,East,17,2480,28,8,20400,0
2026-01-10,1030,Grocery,West,18,2097,55,1,2700,0
2026-01-11,1005,Fashion,West,24,2429,57,8,19200,0
2026-01-12,1090,Fashion,South,19,2511,60,14,15200,0
2026-01-13,1039,Grocery,West,10,2730,20,8,1500,0
2026-01-14,1097,Grocery,West,22,2326,33,1,3300,0
2026-01-15,1011,Electronics,South,24,2944,49,9,28800,0
2026-01-16,1052,Fashion,West,23,2910,55,13,18400,0
2026-01-17,1070,Electronics,East,32,2784,26,9,38400,0
2026-01-18,1009,Grocery,North,21,2904,58,6,3150,0
2026-01-19,1044,Electronics,West,20,2972,55,1,24000,0
2026-01-20,1016,Electronics,East,20,2799,22,7,24000,0
2026-01-21,1025,Grocery,West,18,2577,18,7,2700,0
2026-01-22,1084,Fashion,North,18,2826,52,9,14400,0
2026-01-23,1091,Electronics,South,30,2415,52,1,36000,0
2026-01-24,1061,Grocery,North,25,2110,29,14,3750,0
2026-01-25,1045,Electronics,West,27,2211,53,8,32400,0
2026-01-26,1063,Electronics,North,21,2682,38,14,25200,0
2026-01-27,1001,Grocery,North,23,2850,60,12,3450,0
2026-01-28,1053,Grocery,South,17,2877,25,13,2550,0
2026-01-29,1064,Electronics,West,21,2986,44,11,25200,0
2026-01-30,1050,Electronics,North,13,2995,26,8,15600,0
2026-01-31,1052,Electronics,North,20,2570,45,7,24000,0
2026-02-01,1035,Electronics,South,12,2029,47,12,14400,0
2026-02-02,1025,Fashion,East,25,2266,31,6,20000,0
2026-02-03,1028,Fashion,West,17,2975,40,1,13600,0
2026-02-04,1020,Electronics,East,20,2886,46,11,24000,0
2026-02-05,1010,Grocery,East,18,2665,43,10,2700,0
2026-02-06,1039,Fashion,South,18,2349,39,11,14400,0
2026-02-07,1010,Electronics,South,20,2513,32,8,24000,0
2026-02-08,1035,Fashion,West,22,2929,26,12,17600,0
2026-02-09,1058,Fashion,East,15,2680,43,5,12000,0
2026-02-10,1038,Electronics,North,27,2213,34,4,32400,0
2026-02-11,1098,Electronics,East,18,2250,26,5,21600,0
2026-02-12,1053,Fashion,South,23,2542,20,5,18400,0
2026-02-13,1097,Grocery,North,19,2318,33,14,2850,0
2026-02-14,1054,Electronics,North,18,2182,30,13,21600,0
2026-02-15,1023,Electronics,South,19,2884,43,10,22800,0
2026-02-16,1021,Grocery,North,22,2188,34,3,3300,0
2026-02-17,1068,Grocery,East,26,2724,49,4,3900,0
2026-02-18,1055,Grocery,South,16,2126,41,4,2400,0
2026-02-19,1032,Fashion,West,21,2803,53,8,16800,0
2026-02-20,1035,Electronics,South,20,2295,39,5,24000,0
2026-02-21,1019,Grocery,West,17,2022,26,6,2550,0
2026-02-22,1082,Grocery,West,15,2921,39,10,2250,0
2026-02-23,1098,Grocery,South,22,2529,58,2,3300,0
2026-02-24,1080,Electronics,South,20,2078,63,9,24000,0
2026-02-25,1061,Fashion,West,11,2545,37,8,8800,0
2026-02-26,1097,Fashion,West,21,2469,20,8,16800,0
2026-02-27,1072,Grocery,North,20,2923,53,10,3000,0
2026-02-28,1025,Grocery,South,18,2618,50,5,2700,0
2026-03-01,1065,Electronics,South,27,2304,35,5,32400,0
2026-03-02,1072,Grocery,North,28,2447,53,3,4200,0
2026-03-03,1072,Grocery,South,16,2198,27,13,2400,0
2026-03-04,1039,Grocery,North,19,2190,53,11,2850,0
2026-03-05,1016,Fashion,North,18,2231,38,2,14400,0
2026-03-06,1000,Grocery,South,24,2573,42,9,3600,0
2026-03-07,1088,Grocery,East,25,2553,57,6,3750,0
2026-03-08,1060,Fashion,West,20,2023,26,8,16000,0
2026-03-09,1042,Electronics,South,10,2674,44,4,12000,0
2026-03-10,1041,Grocery,East,22,2460,32,5,3300,0
2026-03-11,1024,Electronics,North,27,2182,49,10,32400,0
2026-03-12,1038,Grocery,East,21,2432,61,5,3150,0
2026-03-13,1034,Fashion,South,20,2844,56,11,16000,0
2026-03-14,1002,Grocery,South,27,2606,33,10,4050,0
2026-03-15,1043,Fashion,East,27,2954,45,4,21600,0
2026-03-16,1050,Grocery,South,20,2082,23,11,3000,0
2026-03-17,1093,Electronics,West,21,2092,23,2,25200,0
2026-03-18,1097,Fashion,East,20,2277,55,14,16000,0
2026-03-19,1011,Electronics,North,22,2616,64,6,26400,0
2026-03-20,1018,Electronics,East,27,2084,19,4,32400,0
2026-03-21,1043,Grocery,East,20,2572,58,14,3000,0
2026-03-22,1058,Electronics,East,28,2207,57,11,33600,0
2026-03-23,1048,Electronics,East,20,2669,24,4,24000,0
2026-03-24,1060,Grocery,North,16,2580,44,10,2400,0
2026-03-25,1016,Grocery,North,16,2443,45,3,2400,0
2026-03-26,1073,Grocery,North,21,2773,33,8,3150,0
2026-03-27,1056,Fashion,East,27,2852,64,6,21600,0
2026-03-28,1054,Grocery,West,23,2745,26,9,3450,0
2026-03-29,1046,Fashion,West,18,2369,32,5,14400,0
2026-03-30,1011,Electronics,North,27,2650,51,6,32400,0
2026-03-31,1061,Grocery,West,17,2791,37,9,2550,0
2026-04-01,1079,Fashion,West,19,2475,31,4,15200,0
2026-04-02,1087,Grocery,West,20,2503,28,10,3000,0
2026-04-03,1082,Grocery,West,21,2846,47,7,3150,0
2026-04-04,1007,Grocery,West,21,2230,20,13,3150,0
2026-04-05,1094,Electronics,South,31,2877,19,10,37200,0
2026-04-06,1020,Grocery,North,23,2359,31,12,3450,0
2026-04-07,1080,Grocery,East,14,2562,46,10,2100,0
2026-04-08,1086,Fashion,West,15,2750,22,11,12000,0
2026-04-09,1079,Electronics,South,27,2018,61,11,32400,0
2026-04-10,1069,Fashion,East,30,2689,63,6,24000,0
2026-04-11,1071,Fashion,South,12,2208,23,6,9600,0
2026-04-12,1024,Electronics,West,18,2898,25,6,21600,0
2026-04-13,1081,Electronics,West,11,2130,56,14,13200,0
2026-04-14,1088,Fashion,West,25,2742,56,4,20000,0
2026-04-15,1011,Fashion,West,20,2383,61,10,16000,0
2026-04-16,1014,Grocery,East,14,2091,46,6,2100,0
2026-04-17,1058,Electronics,East,12,2542,56,12,14400,0
2026-04-18,1025,Grocery,South,7,2361,61,7,1050,0
2026-04-19,1025,Grocery,North,21,2760,44,13,3150,0
2026-04-20,1046,Electronics,West,25,2123,33,14,30000,0
2026-04-21,1031,Grocery,South,14,2880,44,2,2100,0
2026-04-22,1009,Electronics,South,22,2942,56,11,26400,0
2026-04-23,1015,Electronics,South,25,2647,57,9,30000,0
2026-04-24,1070,Grocery,West,23,2272,18,7,3450,0
2026-04-25,1016,Grocery,West,22,2354,62,3,3300,0
2026-04-26,1022,Electronics,South,22,2099,50,10,26400,0
2026-04-27,1025,Grocery,West,18,2730,56,10,2700,0
2026-04-28,1084,Electronics,South,30,2615,44,7,36000,0
2026-04-29,1085,Electronics,East,17,2300,34,10,20400,0
2026-04-30,1006,Electronics,West,17,2608,32,10,20400,0
2026-05-01,1013,Fashion,East,19,2827,39,14,15200,0
2026-05-02,1078,Grocery,North,22,2881,36,5,3300,0
2026-05-03,1006,Grocery,West,17,2202,45,9,2550,0
2026-05-04,1008,Grocery,North,22,2020,40,6,3300,0
2026-05-05,1047,Fashion,South,27,2197,53,11,21600,0
2026-05-06,1071,Electronics,West,25,2111,56,13,30000,0
2026-05-07,1058,Grocery,West,22,2148,37,7,3300,0
2026-05-08,1086,Grocery,West,19,2380,64,4,2850,0
2026-05-09,1092,Grocery,North,16,2754,26,2,2400,0
2026-05-10,1081,Electronics,North,21,2953,40,11,25200,0
2026-05-11,1094,Grocery,South,21,2182,62,4,3150,0
2026-05-12,1093,Electronics,East,16,2795,24,9,19200,0
2026-05-13,1038,Grocery,East,20,2336,48,3,3000,0
2026-05-14,1098,Grocery,North,25,2337,28,7,3750,0
2026-05-15,1017,Electronics,West,22,2970,57,13,26400,0
2026-05-16,1058,Fashion,East,18,2813,34,14,14400,0
2026-05-17,1016,Electronics,East,26,2299,53,4,31200,0
2026-05-18,1013,Fashion,North,15,2600,43,3,12000,0
2026-05-19,1030,Grocery,South,18,2221,53,14,2700,0
2026-05-20,1023,Electronics,North,32,2759,35,14,38400,0
2026-05-21,1098,Electronics,North,16,2408,48,14,19200,0
2026-05-22,1059,Fashion,West,20,2966,52,5,16000,0
2026-05-23,1044,Electronics,North,18,2688,58,2,21600,0
2026-05-24,1097,Electronics,West,25,2996,45,11,30000,0
2026-05-25,1002,Electronics,South,15,2117,43,14,18000,0
2026-05-26,1036,Grocery,West,23,2173,23,10,3450,0
2026-05-27,1042,Grocery,South,28,2218,51,14,4200,0
2026-05-28,1039,Electronics,South,17,2375,45,4,20400,0
2026-05-29,1089,Electronics,South,24,2729,61,7,28800,0
2026-05-30,1054,Electronics,North,17,2318,64,12,20400,0
2026-05-31,1086,Electronics,West,9,2588,26,12,10800,0
2026-06-01,1038,Grocery,East,19,2087,46,2,2850,0
2026-06-02,1014,Grocery,North,17,2907,51,10,2550,0
2026-06-03,1003,Electronics,South,20,2077,29,6,24000,0
2026-06-04,1092,Grocery,East,20,2440,33,5,3000,0
2026-06-05,1085,Grocery,North,14,2200,24,3,2100,0
2026-06-06,1024,Fashion,East,29,2575,48,5,23200,0
2026-06-07,1012,Fashion,South,18,2414,50,10,14400,0
2026-06-08,1081,Fashion,East,12,2003,24,7,9600,0
2026-06-09,1032,Electronics,East,20,2949,20,3,24000,0
